material,cmi_worth_per_item,shop_file,shop_id,item_id,page,slot,command,quantity,listed_buy_price,shop_unit_price,cmi_worth_for_quantity,difference_total,difference_per_item,difference_percent,multiplier,publishable,policy_reasons
RED_NETHER_BRICK_WALL,1.04,survival_nether.yml,survival_nether,22,2,10,/buy survival_nether 2,1,104,104,1.04,102.96,102.96,9900,100,true,
RED_SAND,0.04,survival_blocks.yml,survival_blocks,22,2,10,/buy survival_blocks 2,1,4,4,0.04,3.96,3.96,9900,100,true,
RED_SANDSTONE,0.16,survival_blocks.yml,survival_blocks,23,2,11,/buy survival_blocks 2,1,16,16,0.16,15.84,15.84,9900,100,true,
RED_SANDSTONE_SLAB,0.08,survival_blocks.yml,survival_blocks,70,4,19,/buy survival_blocks 4,1,8,8,0.08,7.92,7.92,9900,100,true,
RED_SANDSTONE_STAIRS,0.16,survival_blocks.yml,survival_blocks,76,4,25,/buy survival_blocks 4,1,16,16,0.16,15.84,15.84,9900,100,true,
RED_SANDSTONE_WALL,0.16,survival_blocks.yml,survival_blocks,80,4,31,/buy survival_blocks 4,1,16,16,0.16,15.84,15.84,9900,100,true,
RED_SHULKER_BOX,2040.09,survival_end.yml,survival_end,30,2,20,/buy survival_end 2,1,204009,204009,2040.09,201968.91,201968.91,9900,100,true,
RED_STAINED_GLASS,0.05,survival_glass.yml,survival_glass,8,1,19,/buy survival_glass 1,1,5,5,0.05,4.95,4.95,9900,100,true,
RED_STAINED_GLASS_PANE,0.01,survival_glass.yml,survival_glass,25,2,13,/buy survival_glass 2,1,1,1,0.01,0.99,0.99,9900,100,true,
RED_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,7,1,16,/buy survival_terracotta 1,1,31,31,0.31,30.69,30.69,9900,100,true,
RED_TULIP,0.2,survival_farming_plants.yml,survival_farming_plants,6,1,15,/buy survival_farming_plants 1,1,20,20,0.2,19.8,19.8,9900,100,true,
RED_WOOL,0.49,survival_wools.yml,survival_wools,6,1,15,/buy survival_wools 1,1,49,49,0.49,48.51,48.51,9900,100,true,
REINFORCED_DEEPSLATE,10,,,,,,,,,,,,,,,false,not listed
REPEATER,2.88,survival_ores_redstone.yml,survival_ores_redstone,6,1,15,/buy survival_ores_redstone 1,1,288,288,2.88,285.12,285.12,9900,100,true,
REPEATING_COMMAND_BLOCK,0.1,,,,,,,,,,,,,,,false,not listed
RESIN_BLOCK,2.29,survival_resin.yml,survival_resin,2,1,11,/buy survival_resin 1,1,229,229,2.29,226.71,226.71,9900,100,true,
RESIN_BRICK,0.25,survival_resin.yml,survival_resin,3,1,12,/buy survival_resin 1,1,25,25,0.25,24.75,24.75,9900,100,true,
RESIN_BRICKS,1.02,survival_resin.yml,survival_resin,4,1,13,/buy survival_resin 1,1,102,102,1.02,100.98,100.98,9900,100,true,
RESIN_BRICK_SLAB,0.52,survival_resin.yml,survival_resin,5,1,14,/buy survival_resin 1,1,52,52,0.52,51.48,51.48,9900,100,true,
RESIN_BRICK_STAIRS,1.04,survival_resin.yml,survival_resin,6,1,15,/buy survival_resin 1,1,104,104,1.04,102.96,102.96,9900,100,true,
RESIN_BRICK_WALL,1.04,survival_resin.yml,survival_resin,7,1,16,/buy survival_resin 1,1,104,104,1.04,102.96,102.96,9900,100,true,
RESIN_CLUMP,0.25,survival_resin.yml,survival_resin,1,1,10,/buy survival_resin 1,1,25,25,0.25,24.75,24.75,9900,100,true,
RESPAWN_ANCHOR,15.3,survival_nether.yml,survival_nether,43,3,15,/buy survival_nether 3,1,1530,1530,15.3,1514.7,1514.7,9900,100,true,
RIB_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,7,1,16,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
ROOTED_DIRT,0.3,survival_dirts.yml,survival_dirts,3,1,12,/buy survival_dirts 1,1,30,30,0.3,29.7,29.7,9900,100,true,
ROSE_BUSH,0.1,survival_farming_plants.yml,survival_farming_plants,20,1,33,/buy survival_farming_plants 1,1,10,10,0.1,9.9,9.9,9900,100,true,
ROTTEN_FLESH,0.33,survival_food.yml,survival_food,37,2,29,/buy survival_food 2,1,33,33,0.33,32.67,32.67,9900,100,true,
ROTTEN_FLESH,0.33,survival_mobdrops.yml,survival_mobdrops,3,1,12,/buy survival_mobdrops 1,1,33,33,0.33,32.67,32.67,9900,100,true,
SADDLE,3.59,survival_tools.yml,survival_tools,48,2,16,/buy survival_tools 2,1,359,359,3.59,355.41,355.41,9900,100,true,
SALMON,10,survival_food.yml,survival_food,36,2,28,/buy survival_food 2,1,1000,1000,10,990,990,9900,100,true,
SALMON_BUCKET,10,,,,,,,,,,,,,,,false,not listed
SAND,0.03,survival_blocks.yml,survival_blocks,20,1,33,/buy survival_blocks 1,1,3,3,0.03,2.97,2.97,9900,100,true,
SANDSTONE,0.12,survival_blocks.yml,survival_blocks,21,1,34,/buy survival_blocks 1,1,12,12,0.12,11.88,11.88,9900,100,true,
SANDSTONE_SLAB,0.06,survival_blocks.yml,survival_blocks,69,4,16,/buy survival_blocks 4,1,6,6,0.06,5.94,5.94,9900,100,true,
SANDSTONE_STAIRS,0.12,survival_blocks.yml,survival_blocks,75,4,24,/buy survival_blocks 4,1,12,12,0.12,11.88,11.88,9900,100,true,
SANDSTONE_WALL,0.12,survival_blocks.yml,survival_blocks,79,4,30,/buy survival_blocks 4,1,12,12,0.12,11.88,11.88,9900,100,true,
SCAFFOLDING,0.07,,,,,,,,,,,,,,,false,not listed
SCRAPE_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,19,1,32,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
SCULK,1,survival_blocks.yml,survival_blocks,48,5,13,/buy survival_blocks 5,1,100,100,1,99,99,9900,100,true,
SCULK_CATALYST,2,survival_blocks.yml,survival_blocks,85,5,15,/buy survival_blocks 5,1,200,200,2,198,198,9900,100,true,
SCULK_SENSOR,10,survival_blocks.yml,survival_blocks,86,5,16,/buy survival_blocks 5,1,1000,1000,10,990,990,9900,100,true,
SCULK_SHRIEKER,3,survival_blocks.yml,survival_blocks,88,5,20,/buy survival_blocks 5,1,300,300,3,297,297,9900,100,true,
SCULK_VEIN,0.1,survival_blocks.yml,survival_blocks,84,5,14,/buy survival_blocks 5,1,10,10,0.1,9.9,9.9,9900,100,true,
SEAGRASS,0.2,survival_coral.yml,survival_coral,32,2,12,/buy survival_coral 2,1,20,20,0.2,19.8,19.8,9900,100,true,
SEA_LANTERN,1.68,survival_blocks.yml,survival_blocks,47,3,14,/buy survival_blocks 3,1,168,168,1.68,166.32,166.32,9900,100,true,
SEA_PICKLE,0.3,survival_coral.yml,survival_coral,30,2,10,/buy survival_coral 2,1,30,30,0.3,29.7,29.7,9900,100,true,
SENTRY_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,8,1,19,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
SHAPER_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,9,1,20,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
SHEAF_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,20,1,33,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
SHEARS,5.71,survival_ores_iron.yml,survival_ores_iron,15,1,28,/buy survival_ores_iron 1,1,571,571,5.71,565.29,565.29,9900,100,true,
SHEARS,5.71,survival_tools.yml,survival_tools,25,2,10,/buy survival_tools 2,1,571,571,5.71,565.29,565.29,9900,100,true,
SHELTER_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,21,1,34,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
SHIELD,4.02,survival_armor.yml,survival_armor,31,2,31,/buy survival_armor 2,1,402,402,4.02,397.98,397.98,9900,100,true,
SHIELD,4.02,survival_ores_iron.yml,survival_ores_iron,17,1,30,/buy survival_ores_iron 1,1,402,402,4.02,397.98,397.98,9900,100,true,
SHIELD,4.02,survival_weapons.yml,survival_weapons,20,2,23,/buy survival_weapons 2,1,402,402,4.02,397.98,397.98,9900,100,true,
SHORT_DRY_GRASS,0.2,survival_farming_plants.yml,survival_farming_plants,38,2,21,/buy survival_farming_plants 2,1,20,20,0.2,19.8,19.8,9900,100,true,
SHORT_GRASS,0.2,survival_farming_plants.yml,survival_farming_plants,40,2,23,/buy survival_farming_plants 2,1,20,20,0.2,19.8,19.8,9900,100,true,
SHROOMLIGHT,1.5,survival_nether.yml,survival_nether,12,1,23,/buy survival_nether 1,1,150,150,1.5,148.5,148.5,9900,100,true,
SHULKER_BOX,2000,survival_end.yml,survival_end,23,2,11,/buy survival_end 2,1,200000,200000,2000,198000,198000,9900,100,true,
SHULKER_SHELL,1000,survival_end.yml,survival_end,18,1,31,/buy survival_end 1,1,100000,100000,1000,99000,99000,9900,100,true,
SHULKER_SHELL,1000,survival_mobdrops.yml,survival_mobdrops,12,1,23,/buy survival_mobdrops 1,1,100000,100000,1000,99000,99000,9900,100,true,
SILENCE_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,10,1,21,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
SKELETON_SKULL,150,survival_mobdrops.yml,survival_mobdrops,28,2,19,/buy survival_mobdrops 2,1,15000,15000,150,14850,14850,9900,100,true,
SKULL_BANNER_PATTERN,612.28,,,,,,,,,,,,,,,false,not listed
SKULL_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,22,2,10,/buy survival_sherds 2,1,2500,2500,25,2475,2475,9900,100,true,
SLIME_BALL,1.1,survival_mobdrops.yml,survival_mobdrops,7,1,16,/buy survival_mobdrops 1,1,110,110,1.1,108.9,108.9,9900,100,true,
SLIME_BLOCK,10.89,,,,,,,,,,,,,,,false,not listed
SMALL_AMETHYST_BUD,1,survival_ores_amethyst.yml,survival_ores_amethyst,1,1,10,/buy survival_ores_amethyst 1,1,100,100,1,99,99,9900,100,true,
SMALL_DRIPLEAF,0.7,survival_farming_plants.yml,survival_farming_plants,48,2,33,/buy survival_farming_plants 2,1,70,70,0.7,69.3,69.3,9900,100,true,
SMITHING_TABLE,6.42,survival_misc.yml,survival_misc,3,1,12,/buy survival_misc 1,1,642,642,6.42,635.58,635.58,9900,100,true,
SMOKER,6.05,,,,,,,,,,,,,,,false,not listed
SMOOTH_BASALT,1.02,survival_nether.yml,survival_nether,5,1,14,/buy survival_nether 1,1,102,102,1.02,100.98,100.98,9900,100,true,
SMOOTH_BASALT,1.02,survival_ores_amethyst.yml,survival_ores_amethyst,10,1,21,/buy survival_ores_amethyst 1,1,102,102,1.02,100.98,100.98,9900,100,true,
SMOOTH_QUARTZ,0.8,survival_ores_quartz.yml,survival_ores_quartz,4,1,13,/buy survival_ores_quartz 1,1,80,80,0.8,79.2,79.2,9900,100,true,
SMOOTH_QUARTZ_SLAB,0.4,survival_ores_quartz.yml,survival_ores_quartz,13,1,22,/buy survival_ores_quartz 1,1,40,40,0.4,39.6,39.6,9900,100,true,
SMOOTH_QUARTZ_STAIRS,1.2,survival_ores_quartz.yml,survival_ores_quartz,6,1,15,/buy survival_ores_quartz 1,1,120,120,1.2,118.8,118.8,9900,100,true,
SMOOTH_RED_SANDSTONE,0.16,survival_blocks.yml,survival_blocks,68,4,15,/buy survival_blocks 4,1,16,16,0.16,15.84,15.84,9900,100,true,
SMOOTH_RED_SANDSTONE_SLAB,0.08,survival_blocks.yml,survival_blocks,74,4,23,/buy survival_blocks 4,1,8,8,0.08,7.92,7.92,9900,100,true,
SMOOTH_RED_SANDSTONE_STAIRS,0.16,survival_blocks.yml,survival_blocks,78,4,29,/buy survival_blocks 4,1,16,16,0.16,15.84,15.84,9900,100,true,
SMOOTH_SANDSTONE,0.12,survival_blocks.yml,survival_blocks,67,4,14,/buy survival_blocks 4,1,12,12,0.12,11.88,11.88,9900,100,true,
SMOOTH_SANDSTONE_SLAB,0.06,survival_blocks.yml,survival_blocks,73,4,22,/buy survival_blocks 4,1,6,6,0.06,5.94,5.94,9900,100,true,
SMOOTH_SANDSTONE_STAIRS,0.12,survival_blocks.yml,survival_blocks,77,4,28,/buy survival_blocks 4,1,12,12,0.12,11.88,11.88,9900,100,true,
SMOOTH_STONE,0.3,survival_stone.yml,survival_stone,2,1,11,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
SMOOTH_STONE_SLAB,0.15,survival_stone.yml,survival_stone,7,1,16,/buy survival_stone 1,1,15,15,0.15,14.85,14.85,9900,100,true,
SNIFFER_EGG,50,,,,,,,,,,,,,,,false,not listed
SNORT_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,23,2,11,/buy survival_sherds 2,1,2500,2500,25,2475,2475,9900,100,true,
SNOUT_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,11,1,22,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
SNOW,0.15,survival_blocks.yml,survival_blocks,81,5,10,/buy survival_blocks 5,1,15,15,0.15,14.85,14.85,9900,100,true,
SNOWBALL,0.01,,,,,,,,,,,,,,,false,not listed
SNOW_BLOCK,0.05,survival_blocks.yml,survival_blocks,16,1,29,/buy survival_blocks 1,1,5,5,0.05,4.95,4.95,9900,100,true,
SOUL_CAMPFIRE,3.47,survival_nether.yml,survival_nether,41,2,32,/buy survival_nether 2,1,347,347,3.47,343.53,343.53,9900,100,true,
SOUL_LANTERN,3.95,survival_nether.yml,survival_nether,42,2,33,/buy survival_nether 2,1,395,395,3.95,391.05,391.05,9900,100,true,
SOUL_SAND,0.1,survival_blocks.yml,survival_blocks,31,2,21,/buy survival_blocks 2,1,10,10,0.1,9.9,9.9,9900,100,true,
SOUL_SAND,0.1,survival_nether.yml,survival_nether,2,1,11,/buy survival_nether 1,1,10,10,0.1,9.9,9.9,9900,100,true,
SOUL_SOIL,0.1,survival_nether.yml,survival_nether,3,1,12,/buy survival_nether 1,1,10,10,0.1,9.9,9.9,9900,100,true,
SOUL_TORCH,1.4,survival_nether.yml,survival_nether,40,2,31,/buy survival_nether 2,1,140,140,1.4,138.6,138.6,9900,100,true,
SPECTRAL_ARROW,0.55,survival_weapons.yml,survival_weapons,17,2,13,/buy survival_weapons 2,1,55,55,0.55,54.45,54.45,9900,100,true,
SPIDER_EYE,3.3,survival_food.yml,survival_food,38,2,30,/buy survival_food 2,1,330,330,3.3,326.7,326.7,9900,100,true,
SPIDER_EYE,3.3,survival_mobdrops.yml,survival_mobdrops,5,1,14,/buy survival_mobdrops 1,1,330,330,3.3,326.7,326.7,9900,100,true,
SPIRE_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,12,1,23,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
SPLASH_POTION,0,,,,,,,,,,,,,,,false,not listed
SPONGE,50,survival_blocks.yml,survival_blocks,19,1,32,/buy survival_blocks 1,1,5000,5000,50,4950,4950,9900,100,true,
SPORE_BLOSSOM,10,survival_farming_plants.yml,survival_farming_plants,26,1,41,/buy survival_farming_plants 1,1,1000,1000,10,990,990,9900,100,true,
SPRUCE_BOAT,1.23,survival_wood_products.yml,survival_wood_products,137,7,11,/buy survival_wood_products 7,1,123,123,1.23,121.77,121.77,9900,100,true,
SPRUCE_BUTTON,0.23,survival_wood_products.yml,survival_wood_products,89,4,29,/buy survival_wood_products 4,1,23,23,0.23,22.77,22.77,9900,100,true,
SPRUCE_CHEST_BOAT,2.27,survival_wood_products.yml,survival_wood_products,147,7,29,/buy survival_wood_products 7,1,227,227,2.27,224.73,224.73,9900,100,true,
SPRUCE_DOOR,0.49,survival_wood_products.yml,survival_wood_products,65,3,29,/buy survival_wood_products 3,1,49,49,0.49,48.51,48.51,9900,100,true,
SPRUCE_FENCE,0.39,survival_wood_products.yml,survival_wood_products,41,2,29,/buy survival_wood_products 2,1,39,39,0.39,38.61,38.61,9900,100,true,
SPRUCE_FENCE_GATE,0.31,survival_wood_products.yml,survival_wood_products,53,3,11,/buy survival_wood_products 3,1,31,31,0.31,30.69,30.69,9900,100,true,
SPRUCE_HANGING_SIGN,17.99,survival_wood_products.yml,survival_wood_products,125,6,11,/buy survival_wood_products 6,1,1799,1799,17.99,1781.01,1781.01,9900,100,true,
SPRUCE_LEAVES,0.4,survival_farming_trees.yml,survival_farming_trees,11,1,22,/buy survival_farming_trees 1,1,40,40,0.4,39.6,39.6,9900,100,true,
SPRUCE_LEAVES,0.4,survival_logs.yml,survival_logs,60,3,29,/buy survival_logs 3,1,40,40,0.4,39.6,39.6,9900,100,true,
SPRUCE_LOG,1,survival_logs.yml,survival_logs,2,1,11,/buy survival_logs 1,1,100,100,1,99,99,9900,100,true,
SPRUCE_PLANKS,0.23,survival_wood_products.yml,survival_wood_products,2,1,11,/buy survival_wood_products 1,1,23,23,0.23,22.77,22.77,9900,100,true,
SPRUCE_PRESSURE_PLATE,0.48,survival_wood_products.yml,survival_wood_products,101,5,11,/buy survival_wood_products 5,1,48,48,0.48,47.52,47.52,9900,100,true,
SPRUCE_SAPLING,0.31,survival_farming_trees.yml,survival_farming_trees,2,1,11,/buy survival_farming_trees 1,1,31,31,0.31,30.69,30.69,9900,100,true,
SPRUCE_SAPLING,0.31,survival_logs.yml,survival_logs,49,3,16,/buy survival_logs 3,1,31,31,0.31,30.69,30.69,9900,100,true,
SPRUCE_SHELF,0.99,survival_logs.yml,survival_logs,71,4,15,/buy survival_logs 4,1,99,99,0.99,98.01,98.01,9900,100,true,
SPRUCE_SIGN,1.3,survival_wood_products.yml,survival_wood_products,113,5,29,/buy survival_wood_products 5,1,130,130,1.3,128.7,128.7,9900,100,true,
SPRUCE_SLAB,0.11,survival_wood_products.yml,survival_wood_products,15,1,29,/buy survival_wood_products 1,1,11,11,0.11,10.89,10.89,9900,100,true,
SPRUCE_STAIRS,0.36,survival_wood_products.yml,survival_wood_products,28,2,11,/buy survival_wood_products 2,1,36,36,0.36,35.64,35.64,9900,100,true,
SPRUCE_TRAPDOOR,0.74,survival_wood_products.yml,survival_wood_products,77,4,11,/buy survival_wood_products 4,1,74,74,0.74,73.26,73.26,9900,100,true,
SPRUCE_WOOD,1.31,survival_logs.yml,survival_logs,16,1,29,/buy survival_logs 1,1,131,131,1.31,129.69,129.69,9900,100,true,
SPYGLASS,1.44,survival_ores_amethyst.yml,survival_ores_amethyst,12,1,22,/buy survival_ores_amethyst 1,1,144,144,1.44,142.56,142.56,9900,100,true,
SPYGLASS,1.44,survival_ores_copper.yml,survival_ores_copper,144,7,29,/buy survival_ores_copper 7,1,144,144,1.44,142.56,142.56,9900,100,true,
SPYGLASS,1.44,survival_tools.yml,survival_tools,30,2,32,/buy survival_tools 2,1,144,144,1.44,142.56,142.56,9900,100,true,
STICK,0.1,survival_ores_coal.yml,survival_ores_coal,10,1,21,/buy survival_ores_coal 1,1,10,10,0.1,9.9,9.9,9900,100,true,
STICKY_PISTON,5.06,survival_ores_redstone.yml,survival_ores_redstone,10,1,21,/buy survival_ores_redstone 1,1,506,506,5.06,500.94,500.94,9900,100,true,
STONE,0.3,survival_stone.yml,survival_stone,1,1,10,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONECUTTER,51.91,,,,,,,,,,,,,,,false,not listed
STONE_AXE,0.81,survival_tools.yml,survival_tools,8,1,20,/buy survival_tools 1,1,81,81,0.81,80.19,80.19,9900,100,true,
STONE_AXE,0.81,survival_weapons.yml,survival_weapons,8,1,20,/buy survival_weapons 1,1,81,81,0.81,80.19,80.19,9900,100,true,
STONE_BRICKS,0.3,survival_blocks.yml,survival_blocks,11,1,22,/buy survival_blocks 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_BRICKS,0.3,survival_stone.yml,survival_stone,8,1,19,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_BRICK_SLAB,0.15,survival_stone.yml,survival_stone,9,1,20,/buy survival_stone 1,1,15,15,0.15,14.85,14.85,9900,100,true,
STONE_BRICK_STAIRS,0.3,survival_stone.yml,survival_stone,10,1,21,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_BRICK_WALL,0.3,survival_stone.yml,survival_stone,11,1,22,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_BUTTON,0.3,survival_ores_redstone.yml,survival_ores_redstone,21,1,34,/buy survival_ores_redstone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_BUTTON,0.3,survival_stone.yml,survival_stone,5,1,14,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_HOE,0.61,survival_tools.yml,survival_tools,20,1,38,/buy survival_tools 1,1,61,61,0.61,60.39,60.39,9900,100,true,
STONE_PICKAXE,0.81,survival_tools.yml,survival_tools,2,1,11,/buy survival_tools 1,1,81,81,0.81,80.19,80.19,9900,100,true,
STONE_PRESSURE_PLATE,0.61,survival_ores_redstone.yml,survival_ores_redstone,22,2,10,/buy survival_ores_redstone 2,1,61,61,0.61,60.39,60.39,9900,100,true,
STONE_PRESSURE_PLATE,0.61,survival_stone.yml,survival_stone,6,1,15,/buy survival_stone 1,1,61,61,0.61,60.39,60.39,9900,100,true,
STONE_SHOVEL,0.4,survival_tools.yml,survival_tools,14,1,29,/buy survival_tools 1,1,40,40,0.4,39.6,39.6,9900,100,true,
STONE_SLAB,0.15,survival_stone.yml,survival_stone,3,1,12,/buy survival_stone 1,1,15,15,0.15,14.85,14.85,9900,100,true,
STONE_SPEAR,0.4,survival_weapons.yml,survival_weapons,26,1,29,/buy survival_weapons 1,1,40,40,0.4,39.6,39.6,9900,100,true,
STONE_STAIRS,0.3,survival_stone.yml,survival_stone,4,1,13,/buy survival_stone 1,1,30,30,0.3,29.7,29.7,9900,100,true,
STONE_SWORD,0.51,survival_weapons.yml,survival_weapons,2,1,11,/buy survival_weapons 1,1,51,51,0.51,50.49,50.49,9900,100,true,
STRING,0.1,survival_mobdrops.yml,survival_mobdrops,2,1,11,/buy survival_mobdrops 1,1,10,10,0.1,9.9,9.9,9900,100,true,
STRING,0.1,survival_wools.yml,survival_wools,65,5,10,/buy survival_wools 5,1,10,10,0.1,9.9,9.9,9900,100,true,
STRIPPED_ACACIA_LOG,0.98,survival_logs.yml,survival_logs,30,2,20,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_ACACIA_WOOD,0.98,survival_logs.yml,survival_logs,41,2,33,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_BAMBOO_BLOCK,0.98,survival_logs.yml,survival_logs,82,4,30,/buy survival_logs 4,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_BIRCH_LOG,0.98,survival_logs.yml,survival_logs,28,2,16,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_BIRCH_WOOD,0.98,survival_logs.yml,survival_logs,39,2,31,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_CHERRY_LOG,0.98,survival_logs.yml,survival_logs,33,2,23,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_CHERRY_WOOD,0.98,survival_logs.yml,survival_logs,44,3,11,/buy survival_logs 3,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_CRIMSON_HYPHAE,1.49,survival_logs.yml,survival_logs,46,3,13,/buy survival_logs 3,1,149,149,1.49,147.51,147.51,9900,100,true,
STRIPPED_CRIMSON_STEM,1.1,survival_logs.yml,survival_logs,35,2,25,/buy survival_logs 2,1,110,110,1.1,108.9,108.9,9900,100,true,
STRIPPED_DARK_OAK_LOG,0.98,survival_logs.yml,survival_logs,31,2,21,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_DARK_OAK_WOOD,0.98,survival_logs.yml,survival_logs,42,2,34,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_JUNGLE_LOG,0.98,survival_logs.yml,survival_logs,29,2,19,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_JUNGLE_WOOD,0.98,survival_logs.yml,survival_logs,40,2,32,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_MANGROVE_LOG,1,survival_logs.yml,survival_logs,32,2,22,/buy survival_logs 2,1,100,100,1,99,99,9900,100,true,
STRIPPED_MANGROVE_WOOD,1.36,survival_logs.yml,survival_logs,43,3,10,/buy survival_logs 3,1,136,136,1.36,134.64,134.64,9900,100,true,
STRIPPED_OAK_LOG,0.98,survival_logs.yml,survival_logs,26,2,14,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_OAK_WOOD,0.98,survival_logs.yml,survival_logs,37,2,29,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_PALE_OAK_LOG,1,survival_logs.yml,survival_logs,34,2,24,/buy survival_logs 2,1,100,100,1,99,99,9900,100,true,
STRIPPED_PALE_OAK_WOOD,1.25,survival_logs.yml,survival_logs,45,3,12,/buy survival_logs 3,1,125,125,1.25,123.75,123.75,9900,100,true,
STRIPPED_SPRUCE_LOG,0.98,survival_logs.yml,survival_logs,27,2,15,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_SPRUCE_WOOD,0.98,survival_logs.yml,survival_logs,38,2,30,/buy survival_logs 2,1,98,98,0.98,97.02,97.02,9900,100,true,
STRIPPED_WARPED_HYPHAE,1.49,survival_logs.yml,survival_logs,47,3,14,/buy survival_logs 3,1,149,149,1.49,147.51,147.51,9900,100,true,
STRIPPED_WARPED_STEM,1.1,survival_logs.yml,survival_logs,36,2,28,/buy survival_logs 2,1,110,110,1.1,108.9,108.9,9900,100,true,
STRUCTURE_BLOCK,0.1,,,,,,,,,,,,,,,false,not listed
STRUCTURE_VOID,0.1,,,,,,,,,,,,,,,false,not listed
SUGAR,0.1,,,,,,,,,,,,,,,false,not listed
SUGAR_CANE,0.1,survival_farming_crops.yml,survival_farming_crops,15,1,28,/buy survival_farming_crops 1,1,10,10,0.1,9.9,9.9,9900,100,true,
SULFUR,0.3,survival_sulfur_caves.yml,survival_sulfur_caves,14,1,10,/buy survival_sulfur_caves 1,1,30,30,0.3,29.7,29.7,9900,100,true,
SULFUR_BRICKS,0.3,survival_sulfur_caves.yml,survival_sulfur_caves,23,1,21,/buy survival_sulfur_caves 1,1,30,30,0.3,29.7,29.7,9900,100,true,
SULFUR_BRICK_SLAB,0.15,survival_sulfur_caves.yml,survival_sulfur_caves,24,1,22,/buy survival_sulfur_caves 1,1,15,15,0.15,14.85,14.85,9900,100,true,
SULFUR_BRICK_STAIRS,0.3,survival_sulfur_caves.yml,survival_sulfur_caves,25,1,23,/buy survival_sulfur_caves 1,1,30,30,0.3,29.7,29.7,9900,100,true,
SULFUR_BRICK_WALL,0.3,survival_sulfur_caves.yml,survival_sulfur_caves,26,1,24,/buy survival_sulfur_caves 1,1,30,30,0.3,29.7,29.7,9900,100,true,
SULFUR_CUBE_BUCKET,10,survival_sulfur_caves.yml,survival_sulfur_caves,29,1,29,/buy survival_sulfur_caves 1,1,1000,1000,10,990,990,9900,100,true,
SULFUR_SLAB,0.15,survival_sulfur_caves.yml,survival_sulfur_caves,15,1,11,/buy survival_sulfur_caves 1,1,15,15,0.15,14.85,14.85,9900,100,true,
SULFUR_SPIKE,0.08,survival_sulfur_caves.yml,survival_sulfur_caves,27,1,25,/buy survival_sulfur_caves 1,1,8,8,0.08,7.92,7.92,9900,100,true,
